RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
39,91,19371,62,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
40,93,19570,64,68,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
41,95,19754,65,77,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
42,97,19942,67,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
43,98,20133,65,78,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
44,100,20330,64,77,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
45,102,20525,62,78,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
46,104,20736,60,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
47,106,20940,62,81,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
48,108,21118,64,77,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
49,110,21332,65,68,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
50,112,21510,67,94,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
51,115,21722,65,79,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
52,117,21919,64,72,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
53,119,22118,62,76,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
54,121,22306,60,75,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
55,123,22498,62,81,1,2,6,3,4,articulation,teaching,4_t_stim_a.png,1
