"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image"
"72","160","27845","84","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"73","162","28482","84","64","0","2","120","2","3","6","articulation","teaching","6_t_stim_a.png"
"1","19","7335","79","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"2","21","7524","78","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"3","23","7751","79","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"4","25","NA","76","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"5","26","NA","72","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"6","28","8175","67","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"7","30","8402","67","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"8","32","8669","67","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"9","35","9062","79","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"10","37","9257","78","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"11","39","9477","79","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"12","41","9690","76","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
"13","43","9917","72","64","0","2","120","8","4","2","articulation","teaching","2_t_stim_a.png"
